T20,Agricultural production indices,,,,,
620,Portugal,2021,Agricultural production (Index Base: 2014-2016 = 100),127.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2022,Agricultural production (Index Base: 2014-2016 = 100),109.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,1985,Food production (Index Base: 2014-2016 = 100),80.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,1995,Food production (Index Base: 2014-2016 = 100),93.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2005,Food production (Index Base: 2014-2016 = 100),92.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2010,Food production (Index Base: 2014-2016 = 100),97.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2015,Food production (Index Base: 2014-2016 = 100),107.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2020,Food production (Index Base: 2014-2016 = 100),108.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2021,Food production (Index Base: 2014-2016 = 100),128.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2022,Food production (Index Base: 2014-2016 = 100),110.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,1985,Agricultural production (Index Base: 2014-2016 = 100),168.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,1995,Agricultural production (Index Base: 2014-2016 = 100),156.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2005,Agricultural production (Index Base: 2014-2016 = 100),126.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2010,Agricultural production (Index Base: 2014-2016 = 100),118.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2015,Agricultural production (Index Base: 2014-2016 = 100),101.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2020,Agricultural production (Index Base: 2014-2016 = 100),95.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2021,Agricultural production (Index Base: 2014-2016 = 100),91.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2022,Agricultural production (Index Base: 2014-2016 = 100),95.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,1985,Food production (Index Base: 2014-2016 = 100),168.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,1995,Food production (Index Base: 2014-2016 = 100),156.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2005,Food production (Index Base: 2014-2016 = 100),126.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2010,Food production (Index Base: 2014-2016 = 100),118.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2015,Food production (Index Base: 2014-2016 = 100),101.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2020,Food production (Index Base: 2014-2016 = 100),95.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2021,Food production (Index Base: 2014-2016 = 100),91.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
630,Puerto Rico,2022,Food production (Index Base: 2014-2016 = 100),95.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,1985,Agricultural production (Index Base: 2014-2016 = 100),24.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,1995,Agricultural production (Index Base: 2014-2016 = 100),65.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2005,Agricultural production (Index Base: 2014-2016 = 100),58.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2010,Agricultural production (Index Base: 2014-2016 = 100),70.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2015,Agricultural production (Index Base: 2014-2016 = 100),113.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2020,Agricultural production (Index Base: 2014-2016 = 100),159.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2021,Agricultural production (Index Base: 2014-2016 = 100),169.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2022,Agricultural production (Index Base: 2014-2016 = 100),145.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,1985,Food production (Index Base: 2014-2016 = 100),24.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,1995,Food production (Index Base: 2014-2016 = 100),65.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2005,Food production (Index Base: 2014-2016 = 100),58.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2010,Food production (Index Base: 2014-2016 = 100),70.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2015,Food production (Index Base: 2014-2016 = 100),113.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2020,Food production (Index Base: 2014-2016 = 100),159.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2021,Food production (Index Base: 2014-2016 = 100),169.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
634,Qatar,2022,Food production (Index Base: 2014-2016 = 100),145.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,1985,Agricultural production (Index Base: 2014-2016 = 100),67.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,1995,Agricultural production (Index Base: 2014-2016 = 100),86.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2005,Agricultural production (Index Base: 2014-2016 = 100),92.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2010,Agricultural production (Index Base: 2014-2016 = 100),93.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2015,Agricultural production (Index Base: 2014-2016 = 100),99.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2020,Agricultural production (Index Base: 2014-2016 = 100),99.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2021,Agricultural production (Index Base: 2014-2016 = 100),102.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2022,Agricultural production (Index Base: 2014-2016 = 100),101.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,1985,Food production (Index Base: 2014-2016 = 100),66.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,1995,Food production (Index Base: 2014-2016 = 100),86.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2005,Food production (Index Base: 2014-2016 = 100),92.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2010,Food production (Index Base: 2014-2016 = 100),93.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2015,Food production (Index Base: 2014-2016 = 100),99.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2020,Food production (Index Base: 2014-2016 = 100),99.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2021,Food production (Index Base: 2014-2016 = 100),102.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
410,Republic of Korea,2022,Food production (Index Base: 2014-2016 = 100),101.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,1995,Agricultural production (Index Base: 2014-2016 = 100),122.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2005,Agricultural production (Index Base: 2014-2016 = 100),94.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2010,Agricultural production (Index Base: 2014-2016 = 100),88.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2015,Agricultural production (Index Base: 2014-2016 = 100),90.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2020,Agricultural production (Index Base: 2014-2016 = 100),81.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2021,Agricultural production (Index Base: 2014-2016 = 100),122.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2022,Agricultural production (Index Base: 2014-2016 = 100),89.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,1995,Food production (Index Base: 2014-2016 = 100),119.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2005,Food production (Index Base: 2014-2016 = 100),94.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2010,Food production (Index Base: 2014-2016 = 100),88.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
498,Republic of Moldova,2015,Food production (Index Base: 2014-2016 = 100),90.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
