T10,Health personnel,,,,,
728,South Sudan,2020,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2020,Health personnel: Pharmacists (number),139,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2020,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2020,Health personnel: Nurses and midwives personnel (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Physicians (number),"154,767",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Physicians (per 1000 population),3.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Dentists (number),"22,150",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Pharmacists (number),"37,433",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Nurses and midwives (number),"197,174",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2005,Health personnel: Nurses and midwives personnel (per 1000 population),4.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Physicians (number),"175,033",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Physicians (per 1000 population),3.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Dentists (number),"27,826",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Pharmacists (number),"43,000",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Nurses and midwives (number),"247,447",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2010,Health personnel: Nurses and midwives personnel (per 1000 population),5.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Physicians (number),"178,600",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Physicians (per 1000 population),3.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Dentists (number),"34,641",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Pharmacists (number),"55,400",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Pharmacists (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Nurses and midwives (number),"254,080",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2015,Health personnel: Nurses and midwives personnel (per 1000 population),5.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Physicians (number),"216,766",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Physicians (per 1000 population),4.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Dentists (number),"39,764",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Pharmacists (number),"62,333",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Pharmacists (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Nurses and midwives (number),"298,693",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2020,Health personnel: Nurses and midwives personnel (per 1000 population),6.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Physicians (number),"212,735",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Physicians (per 1000 population),4.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Dentists (number),"40,417",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Dentists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Pharmacists (number),"59,533",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Pharmacists (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
724,Spain,2021,Health personnel: Nurses and midwives personnel (per 1000 population),6.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Physicians (number),"10,479",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Physicians (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Dentists (number),771,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Pharmacists (number),907,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Nurses and midwives (number),"33,233",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2004,Health personnel: Nurses and midwives personnel (per 1000 population),1.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2005,Health personnel: Physicians (number),"10,198",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2005,Health personnel: Physicians (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
144,Sri Lanka,2005,Health personnel: Dentists (number),954,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
